,year,kind,genre,country,language,rating,vote
2873,86,1,6,10,3,8,233
2875,84,7,6,8,16,7,1934
2876,84,7,6,9,16,7,193
2877,83,1,0,6,33,7,53979
2878,84,7,6,9,16,7,325
2879,73,1,2,6,33,6,5503
2880,73,0,7,7,41,6,5
2881,79,1,4,10,20,7,7738
2882,83,0,6,7,41,7,21
2883,75,4,0,9,16,8,56695
2884,86,2,0,9,16,4,3833
2885,83,1,5,9,16,6,221
2886,69,1,7,10,11,7,19153
2887,81,1,4,5,16,6,13069
2888,68,1,1,9,16,6,46175
2889,73,7,21,9,16,7,8
2890,83,1,4,2,22,5,735
2891,82,4,2,6,16,6,111
2892,82,1,7,0,16,6,44342
2893,82,7,14,9,16,8,11
2894,56,1,7,10,55,8,5561
2895,83,1,7,9,16,6,917
2896,58,4,5,9,16,7,5772
2897,85,1,6,9,16,8,411
2898,42,4,4,9,16,8,13269
2899,84,7,6,8,16,9,2173
2900,79,7,22,9,16,7,56
2901,82,3,0,9,16,3,3567
2902,27,1,16,9,16,6,1375
2903,86,7,6,9,16,9,113
2904,75,0,4,9,16,8,901
2905,79,2,12,9,16,8,219
2906,84,7,24,9,16,4,584
2907,76,1,3,10,16,6,1027
2908,87,1,7,4,26,7,6795
2909,52,1,13,8,16,6,5359
2910,85,7,4,9,16,6,761
2911,73,1,13,4,26,6,1019
2912,80,3,0,9,16,7,7087
2913,85,7,6,9,16,8,422
2915,70,7,21,9,16,6,97
2916,78,1,1,9,16,5,346
2917,85,7,14,9,16,8,998
2918,76,7,4,0,16,2,1612
2919,82,4,2,6,16,6,88
2920,84,4,2,6,16,7,266
2921,37,1,7,8,16,7,10035
2922,76,3,3,9,16,4,105
2923,69,1,6,8,16,6,68
2924,79,7,5,9,16,2,227
2925,49,1,13,10,16,4,296
2926,80,7,6,9,16,7,216
2927,87,7,8,9,16,6,24
2928,28,1,7,9,16,7,9143
2929,87,7,2,9,16,7,38
2930,49,1,13,8,16,6,4673
2932,79,1,6,9,16,6,98
2933,45,1,7,5,32,8,113404
2934,87,1,7,4,26,5,1402
2935,83,1,4,3,7,6,1794
2936,84,1,2,10,35,6,875
2937,85,4,2,6,33,7,3545
2938,81,7,13,9,16,4,11411
2939,70,1,2,6,33,7,456
2940,44,4,2,8,16,7,537
2941,81,1,7,1,20,7,2588
2942,41,4,7,9,41,9,75773
2943,78,3,6,9,16,6,32
2944,77,1,7,3,7,5,792
2945,65,1,4,9,16,7,2261
2946,52,1,6,9,16,7,11423
2947,86,0,6,7,41,7,51
2948,83,0,7,8,16,7,136
2949,73,1,7,0,16,7,49266
2950,84,4,2,8,16,6,11059
2951,63,1,1,10,16,7,38370
2952,73,7,21,9,16,7,8
2953,84,3,7,0,16,6,444
2954,83,4,2,6,33,7,285
2956,84,3,6,9,16,6,349
2957,72,3,0,9,16,5,1022
2958,86,7,2,9,16,7,36
2959,80,7,6,5,41,8,130
2960,26,1,0,10,16,5,243
2961,85,3,3,9,16,4,819
2962,86,1,4,9,16,5,1755
2963,63,1,4,9,16,6,4427
2964,68,3,7,0,16,6,11
2965,85,1,7,8,16,7,116168
2966,78,1,0,9,16,2,9400
2967,64,0,1,8,16,7,369
2968,85,1,1,8,16,6,69345
2969,78,1,7,4,26,6,712
2970,85,1,4,10,59,4,253
2971,87,7,6,9,16,6,103
2972,84,1,6,9,16,7,3571
2973,84,3,3,9,16,7,3423
2974,86,1,1,8,16,6,4092
2975,74,7,6,8,16,7,102
2976,78,1,13,9,16,5,20290
2977,82,5,2,9,16,7,449
2978,79,0,6,9,16,8,122
2979,80,4,2,6,41,6,70
2980,75,1,6,9,16,6,93
2981,41,1,6,9,16,8,1402
2982,87,1,13,0,16,4,2067
2983,78,3,24,9,16,5,271
2984,55,1,7,9,16,6,6296
2985,77,7,2,6,33,6,31
2986,61,1,6,9,16,7,24
2987,76,1,3,10,39,6,423
2988,53,1,2,9,16,7,2616
2989,85,7,6,9,16,8,54
2990,75,1,13,9,16,5,14620
2991,81,1,7,10,54,5,2471
2992,82,1,7,1,20,7,1216
2993,79,2,2,8,16,7,956
2994,74,1,0,4,26,6,1940
2995,82,1,4,9,16,6,1507
2996,78,2,1,8,16,7,2759
2997,75,1,0,9,16,4,5690
2998,82,1,4,3,7,7,538
2999,83,1,0,0,16,5,1022
3000,86,1,0,4,26,7,7668
3001,85,3,7,0,16,4,914
3002,76,1,24,0,16,5,31
3003,18,1,8,9,16,6,250
3004,55,1,4,8,16,5,1522
3005,78,1,4,0,16,5,108
3006,83,3,6,9,16,7,121
3007,85,1,4,4,26,7,14738
3008,83,3,7,8,16,6,848
3009,82,1,7,10,44,6,2647
3010,79,1,0,0,16,4,572
3011,81,3,0,9,16,4,748
3012,87,7,6,9,16,7,60
3013,76,1,6,9,16,8,1100
3014,82,1,4,8,16,6,1596
3015,84,1,7,1,20,6,604
3016,81,7,0,0,16,2,361
3017,34,1,7,6,33,8,73590
3019,39,1,4,10,54,7,835
3020,50,1,4,9,16,4,1245
3021,80,2,5,8,16,7,595
3022,78,0,7,9,16,4,18
3023,85,7,2,9,10,8,143
3024,85,1,6,9,16,7,25
3025,84,7,2,9,16,5,2561
3026,84,3,6,9,16,7,829
3027,80,1,4,9,16,5,94877
3028,85,0,6,9,16,7,226
3029,77,0,0,7,41,8,153
3030,47,1,7,6,33,8,18066
3031,83,7,0,9,16,5,690
3032,60,1,13,9,16,7,115624
3033,81,7,6,8,16,8,7187
3034,76,7,2,6,33,5,107
3035,71,1,0,9,16,5,30394
3036,70,1,13,6,33,6,2475
3037,50,1,26,5,16,8,314170
3038,74,1,3,8,16,7,15618
3039,74,1,6,0,16,8,4686
3040,84,1,3,8,16,5,7512
3041,85,3,7,9,16,6,990
3042,73,1,1,10,54,6,1113
3043,85,1,7,8,16,4,623
3044,76,3,2,6,33,6,383
3045,85,7,14,9,16,8,137
3046,79,7,13,9,16,3,153
3047,76,1,7,10,54,6,103
3048,82,7,6,9,16,8,394
3049,86,3,6,9,16,7,141
3050,79,1,4,10,16,6,108
3051,87,7,0,9,16,2,1055
3052,85,7,21,9,16,6,52
3053,87,2,6,8,16,8,4432
3054,67,1,0,3,7,6,4463
3055,85,4,2,6,41,7,1556
3056,77,1,2,6,33,6,166
3057,73,3,14,8,16,8,59
3058,78,1,4,10,54,6,411
3059,84,4,2,6,33,6,329
3060,64,1,4,8,16,7,20456
3061,84,4,2,6,16,6,84
3062,83,3,6,8,16,5,119
3063,20,1,16,8,16,7,50111
3064,77,1,0,4,26,4,2572
3065,86,1,6,9,16,4,1396
3066,85,7,17,9,16,8,94
3067,85,1,7,10,39,7,4603
3068,84,7,21,9,16,7,44
3069,77,1,1,9,16,6,2841
3070,85,1,0,6,33,6,4225
3071,60,0,1,8,16,7,400
3072,77,2,13,9,16,6,28980
3073,54,1,0,6,33,6,1632
3074,75,4,4,9,16,3,1999
3075,66,1,6,9,16,6,211
3076,77,1,9,1,20,7,66624
3077,83,4,6,8,16,8,224
3078,82,1,4,9,16,8,9315
3079,74,1,2,2,22,3,854
3080,52,1,7,6,33,7,1283
3081,80,7,21,10,16,8,77
3083,77,1,4,8,16,6,16982
3084,84,7,2,6,33,6,1121
3085,76,7,2,6,33,5,510
3086,78,7,13,9,16,3,185
3087,45,1,7,8,16,7,11155
3088,54,1,13,1,20,5,1848
3089,56,1,4,1,20,4,450
3090,87,3,0,9,16,7,18
3091,61,1,4,10,48,7,3079
3092,85,7,6,9,16,6,11
3093,85,1,0,9,16,4,80
3094,74,1,6,8,16,7,121
3095,80,7,6,9,16,7,7
3096,69,7,4,9,16,8,1472
3097,67,2,2,6,33,7,399
3098,58,1,0,9,16,6,3761
3099,86,1,7,1,20,4,5394
3100,83,4,6,8,16,6,40
3101,84,7,4,9,16,3,1848
3102,82,1,7,8,16,6,6238
3103,87,7,6,9,16,8,230
3104,84,3,9,0,16,4,991
3105,51,4,4,8,16,8,70359
3106,77,4,6,9,16,8,96
3107,81,0,1,9,16,5,2971
3108,83,3,6,8,16,7,9
3109,82,4,2,6,41,7,392
3110,82,7,14,9,16,8,11
3111,77,1,21,9,16,5,87
3113,83,1,7,2,22,6,324
3114,61,1,7,10,16,6,3336
3115,87,7,24,10,16,5,2337
3116,81,3,24,9,16,6,702
3117,68,0,7,9,16,8,172
3118,51,1,13,10,54,4,558
3119,85,1,6,9,16,7,1539
3120,74,3,26,9,16,7,301
3121,82,6,0,9,16,6,20
3122,85,4,2,6,33,5,70
3123,86,7,7,9,16,5,969
3125,81,0,1,0,16,8,98
3126,86,1,7,4,26,6,308
3127,76,1,0,4,26,7,7825
3128,57,1,5,10,22,7,5717
3129,86,7,14,9,16,8,74
3130,83,3,4,6,33,4,44
3131,77,1,4,10,13,7,8608
3132,49,1,7,5,32,7,5543
3133,79,3,6,9,16,6,123
3134,81,7,2,9,16,6,969
3135,41,4,2,7,41,8,117
3136,83,1,0,10,35,6,3448
3137,84,7,6,9,16,8,103
3138,83,7,14,8,16,8,57
3139,81,0,4,9,16,6,678
3141,42,1,13,5,32,5,447
3142,64,1,13,1,20,2,2360
3143,80,1,5,10,39,6,293
3144,82,1,5,6,33,6,795
3145,59,1,0,10,39,5,54
3146,77,1,4,8,20,6,1412
3147,83,1,7,1,20,6,11242
3148,36,1,5,5,20,7,7323
3149,81,1,0,3,7,4,309
3150,86,3,6,8,16,6,103
3151,82,4,7,9,16,6,648
3152,87,7,9,10,16,4,1718
3153,81,1,7,9,16,5,497
3154,87,7,6,9,16,8,24
3155,80,0,5,8,16,7,895
3156,78,1,0,4,26,7,2162
3157,8,1,7,9,41,6,89
3158,85,1,4,10,11,7,21136
3159,72,1,0,3,7,6,2890
3160,74,4,4,9,16,7,1816
3161,81,7,21,9,16,6,246
3162,80,7,2,9,16,5,1520
3163,86,0,2,7,16,4,11
3164,81,4,6,8,16,7,350
3165,78,1,7,10,3,7,82
3166,85,1,4,9,16,6,197
3167,78,1,4,9,16,8,3822
3168,80,0,8,0,16,7,506
3169,56,1,7,6,33,6,1525
3170,83,4,2,0,16,6,5720
3171,85,1,4,8,16,7,56
3172,85,7,6,9,16,6,78
3173,87,7,6,9,16,8,439
3174,78,7,2,9,41,7,97
3175,47,1,7,8,16,7,51064
3176,76,0,5,8,16,7,300
3177,75,2,5,8,16,8,3340
3178,41,4,7,9,41,9,75772
3179,50,1,1,8,16,5,1888
3180,77,1,4,8,16,5,2750
3182,86,4,2,6,33,5,16
3183,79,0,6,9,16,8,125
3184,39,1,7,5,32,7,7734
3185,63,1,13,9,16,6,11335
3186,69,7,2,6,16,7,5284
3188,85,1,4,9,16,2,26302
3189,59,1,4,1,20,7,21891
3190,75,4,2,9,16,7,6635
3191,79,1,6,2,22,7,298
3192,87,7,6,9,16,4,102
3193,75,1,7,6,33,7,373
3194,81,1,6,9,16,8,4061
3195,80,1,6,9,16,6,325
3196,71,1,7,8,16,6,1935
3197,85,7,0,9,16,4,2383
3198,84,1,14,9,16,8,33
3199,30,1,4,9,16,7,16801
3200,86,0,6,9,16,8,25
3201,77,4,0,9,16,6,28718
3202,61,1,0,10,39,6,591
3203,84,1,4,10,45,8,9764
3204,84,1,7,1,20,5,268
3205,49,0,1,8,16,8,591
3206,86,1,7,10,16,4,1700
3207,80,3,6,9,16,7,309
3208,56,2,7,9,16,7,716
3209,84,1,3,1,20,6,1300
3210,59,1,2,6,33,7,361
3211,84,7,7,9,16,4,455
3212,79,7,6,9,16,8,55
3213,82,1,0,3,39,5,1767
3214,79,1,0,3,7,6,499
3215,85,1,20,8,16,4,3125
3216,80,1,5,3,7,6,498
3217,79,1,4,2,16,4,416
3218,79,7,6,9,16,6,44
3219,71,7,2,6,33,7,85
3220,83,1,7,10,16,7,251315
3221,81,1,24,0,16,5,335
3222,79,2,2,6,33,7,112
3223,81,1,0,4,26,5,635
3224,86,3,7,9,16,7,1943
3225,40,1,1,6,33,8,37212
3226,82,1,7,5,16,5,2484
3227,84,3,6,9,16,7,39
3228,85,1,7,10,45,6,934
3229,80,1,7,10,16,5,353
3230,61,1,0,3,7,5,215
3232,76,0,0,8,16,7,2708
3233,79,7,6,9,41,8,29
3234,85,1,4,9,16,3,2526
3235,81,1,4,8,16,6,18867
3237,86,1,6,8,16,8,227
3238,84,7,14,9,16,7,24
3239,83,1,6,9,16,7,1062
3240,85,1,7,1,20,6,3170
3241,83,4,2,6,33,5,52
3242,50,1,13,9,16,3,2379
3243,85,1,6,9,16,6,126
3244,87,1,1,4,26,4,5155
3245,75,7,2,6,33,5,215
3246,86,4,4,10,51,6,30
3247,82,1,4,8,16,3,1074
3248,49,1,4,10,54,7,575
3249,53,2,3,5,32,8,383
3250,84,1,21,9,16,6,112
3251,67,2,3,5,16,6,396
3252,81,1,7,10,39,7,1455
3253,80,1,7,1,20,7,7444
3254,85,0,6,7,41,2,70
3255,64,1,4,9,16,7,96176
3256,83,1,1,10,45,5,854
3257,80,7,4,9,16,6,6499
3258,84,1,13,9,16,3,728
3259,39,1,7,5,32,8,45906
3260,74,4,2,9,16,9,93367
3261,79,7,4,8,16,9,136
3262,80,1,5,1,20,7,22301
3263,47,1,6,9,16,7,5411
3264,27,1,9,9,16,5,5187
3265,83,1,5,3,7,5,1332
3266,84,4,2,6,33,7,680
3267,87,1,4,9,16,7,552
3268,78,1,7,8,16,6,395
3269,45,1,5,1,20,7,3330
3270,76,1,6,9,16,7,652
3271,75,1,24,5,32,5,142
3272,83,1,6,8,16,7,244
3273,65,2,0,9,16,7,14521
3274,86,1,4,9,16,7,476
3275,81,7,6,9,16,6,23
3276,84,2,7,8,16,7,4658
3277,83,4,6,9,41,8,30
3278,85,7,6,9,16,7,281
3279,78,1,6,9,16,8,386
3280,77,0,4,8,16,8,1320
3281,81,7,6,8,16,7,429
3283,81,0,2,7,41,9,1441
3284,59,0,1,8,16,8,508
3285,86,7,2,9,16,7,296
3286,84,3,7,9,16,6,911
3287,74,1,0,3,7,5,191
3288,78,3,7,9,16,7,866
3289,86,2,7,8,16,7,1475
3290,74,1,15,4,26,6,7492
3291,78,0,5,8,16,7,158
3292,77,7,6,9,16,8,219
3293,84,7,4,0,16,4,2122
3294,54,1,0,6,33,6,951
3295,74,1,7,9,16,7,42258
3296,85,4,2,6,33,6,118
3297,78,1,4,10,16,6,2341
3298,86,7,2,9,16,5,193
3299,63,1,0,10,16,7,172374
3300,84,1,0,8,16,4,5467
3301,82,1,6,1,54,6,205
3302,86,1,7,10,36,8,18905
3303,59,1,3,5,32,7,3901
3304,84,3,0,9,16,5,868
3305,79,0,6,7,41,8,113
3306,87,2,5,8,16,8,9238
3307,77,1,0,3,7,6,40779
3308,81,1,7,6,33,6,853
3309,84,4,7,8,16,7,1042
3310,66,1,7,3,7,6,631
3311,77,1,6,9,16,6,116
3312,86,0,18,7,41,9,8
3313,70,1,0,3,7,5,489
3314,62,1,13,9,16,4,1816
3315,82,7,8,9,16,4,25
3316,84,7,6,8,16,7,37
3318,84,7,6,9,16,8,290
3319,71,1,4,10,16,6,20631
3320,64,1,6,9,41,8,36911
3321,82,7,7,9,16,4,683
3322,67,0,4,8,16,8,129
3323,83,3,4,9,16,6,458
3324,85,1,6,8,16,8,34822
3325,61,1,5,9,16,7,32668
3326,83,4,2,6,33,5,49
3327,74,3,4,9,16,6,585
3328,78,1,4,9,16,7,84449
3329,77,1,4,10,16,5,3522
3330,80,1,4,9,16,7,931
3331,82,1,1,8,16,7,298039
3332,75,1,7,1,16,6,16401
3333,70,2,7,8,16,8,721
3334,58,1,0,3,39,7,4328
3335,56,1,4,1,20,7,15207
3336,65,1,7,5,32,7,5974
3337,80,1,6,9,16,6,1193
3338,84,1,7,0,16,6,480
3339,84,1,7,1,20,5,5255
3340,44,1,5,5,32,6,2347
3341,85,0,2,9,16,6,52
3342,78,7,4,9,16,3,7180
3343,65,3,7,9,16,7,15129
3344,54,1,0,6,33,7,4845
3345,76,1,7,6,33,6,87
3346,86,3,0,0,16,4,1018
3347,80,3,6,9,16,7,18
3348,85,7,15,9,41,7,8
3349,75,4,5,8,16,8,6039
3350,79,0,6,8,16,7,203
3351,84,2,2,6,33,6,160
3352,84,1,4,1,20,6,368
3353,55,1,7,10,22,6,1104
3354,46,1,1,8,10,6,5512
3355,68,1,0,3,7,7,1609
3356,71,1,0,9,16,3,572
3357,70,1,4,9,16,5,14705
3358,65,1,0,3,7,6,2603
3359,54,1,6,9,16,6,142
3360,82,1,4,10,54,5,77
3361,79,3,7,9,16,7,1157
3362,69,1,6,9,16,7,85
3363,74,1,4,10,54,7,3575
3364,87,1,1,9,16,5,2183
3365,70,1,19,1,20,6,1236
3366,28,1,7,9,16,6,1499
3367,70,1,0,4,26,6,2035
3368,84,7,21,10,16,6,109
3369,86,4,2,6,33,6,672
3370,65,1,14,9,16,8,47
3371,82,3,7,8,16,5,579
3372,83,3,1,5,16,5,565
3373,80,4,2,6,16,6,271
3374,78,7,4,9,16,4,2610
3375,84,1,13,10,35,6,5007
3376,87,2,14,9,16,2,749
3377,86,7,6,9,16,7,10
3378,76,4,2,6,16,7,297
3379,77,1,2,6,33,8,551
3380,61,1,0,8,16,6,5094
3381,81,1,6,9,16,6,840
3382,84,1,4,10,54,6,5511
3383,82,1,4,10,16,6,1689
3384,83,4,2,6,41,6,85
3385,66,1,7,1,20,6,1852
3386,86,4,2,6,33,7,337
3387,86,3,7,9,16,6,324
3388,78,3,4,2,16,5,2530
3389,86,3,0,9,16,3,848
3390,84,7,6,9,16,8,91
3391,70,1,6,9,27,7,8144
3392,79,0,5,8,16,7,159
3393,41,4,7,9,41,9,75772
3394,83,0,5,8,16,7,706
3395,29,1,5,1,20,7,5401
3396,69,1,0,8,16,6,92815
3397,42,1,7,5,32,7,28097
3398,85,1,4,10,16,6,1698
3400,80,3,6,9,16,7,146
3401,58,1,4,9,16,6,4475
3402,87,7,13,9,16,2,3454
3403,43,1,7,8,16,7,4944
3404,39,1,7,5,32,7,4612
3405,78,1,2,6,33,7,2097
3406,86,1,0,8,16,3,744
3407,67,1,1,10,16,6,17359
3408,54,1,5,10,16,6,5957
3409,69,1,4,10,16,6,45483
3410,81,3,7,9,16,6,680
3411,67,4,2,6,16,8,3558
3412,86,0,5,8,16,7,274
3413,86,7,6,9,16,7,66
3414,76,1,0,1,16,8,1080665
3415,42,1,7,9,16,7,12741
3416,83,1,4,6,33,6,2613
3417,85,7,2,9,16,6,54
3418,81,1,7,10,16,6,655
3420,85,7,14,9,16,6,203
3421,54,1,0,9,16,5,2774
3422,29,1,4,9,16,7,5128
3423,76,1,4,10,16,7,5333
3424,83,4,2,6,33,5,65
3425,59,1,5,9,16,5,569
3426,83,7,6,9,16,8,1382
3427,83,2,7,8,16,7,542
3428,50,1,7,10,55,4,84
3429,75,4,0,9,16,8,56691
3430,48,4,0,9,16,8,77227
3431,73,1,2,9,16,8,428088
3433,83,7,6,9,16,8,31
3434,86,3,26,9,16,6,358
3435,64,1,4,8,16,7,20456
3436,80,1,7,10,11,8,83344
3437,57,1,0,4,26,8,10586
3439,86,7,4,9,16,8,154
3440,40,3,8,9,16,7,68
3441,83,7,2,9,16,6,70
3442,73,1,0,9,16,4,5661
3443,85,3,6,9,16,6,133
3444,71,1,13,10,16,6,38636
3445,60,7,21,8,16,8,739
3446,84,1,0,9,16,3,400
3447,82,1,4,10,22,7,5071
3448,75,1,17,3,7,6,47
3449,86,1,7,0,16,4,680
3450,74,1,2,9,16,5,5032
3451,87,1,4,9,16,7,552
3452,53,4,14,8,16,8,198
3453,83,1,4,0,16,6,1642
3454,64,1,4,9,16,6,2605
3455,82,7,7,9,16,3,208
3456,82,4,2,9,16,8,1137
3457,75,1,0,3,7,6,57
3458,72,7,14,9,16,8,80
3459,80,4,2,6,41,7,1428
3460,66,1,14,8,16,7,106
3462,75,1,4,10,16,6,2108
3463,68,1,5,10,20,7,7849
3464,84,1,6,10,16,7,594
3465,83,0,5,8,16,7,475
3466,79,7,4,9,16,4,30
3467,84,1,6,0,26,6,226
3468,84,3,7,9,16,7,317
3469,82,3,4,8,16,7,1536
3471,76,1,7,9,16,7,303911
3473,86,2,2,6,33,7,404
3474,72,1,1,1,20,7,5080
3475,38,1,5,1,20,7,11443
3476,35,1,4,1,20,7,17794
3477,49,1,1,9,16,5,1513
3478,85,1,9,9,16,3,639
3479,71,0,1,8,16,8,468
3480,80,1,0,6,33,4,222
3481,87,3,1,9,16,4,3894
3482,40,1,4,5,32,8,9963
3483,80,7,2,6,33,4,29
3484,87,7,21,7,41,9,47
3485,64,1,7,8,16,8,78507
3486,77,1,6,9,16,5,157
3487,80,3,7,9,16,6,1462
3488,77,4,2,6,33,6,209
3489,87,7,6,9,16,7,194
3490,50,1,16,9,16,6,3680
3491,82,1,0,0,16,4,552
3492,85,3,7,9,16,7,469
3493,78,1,4,8,16,5,417
3494,86,0,6,9,16,8,46
3495,77,4,0,9,16,6,28718
3496,67,1,4,9,16,6,23895
3497,85,7,14,9,16,8,51
3498,86,7,0,9,16,6,32
3499,80,7,2,9,16,5,3439
3500,84,7,14,8,16,8,88
3501,85,3,7,8,16,7,1333
3502,72,1,13,9,16,5,15290
3503,82,1,6,9,16,6,10
3504,86,3,3,9,16,6,3411
3505,86,1,1,1,16,7,14925
3506,82,1,7,1,16,6,932
3507,61,1,13,1,20,6,2738
3508,41,4,7,9,41,9,75772
3509,80,1,4,10,45,6,994
3510,50,1,7,10,55,6,1430
3511,54,1,5,6,33,7,2791
3512,83,4,2,6,33,6,659
3513,41,4,7,9,41,9,75772
3514,86,7,17,7,41,7,12
3515,76,1,4,3,7,7,1034
3516,78,1,7,5,16,6,27256
3517,42,1,7,9,16,6,6279
3518,80,3,1,8,16,8,5386
3519,83,7,7,9,16,4,83
3520,80,7,13,10,16,2,328
3521,68,1,4,9,16,7,69407
3522,87,5,6,9,16,8,28
3523,85,7,13,9,16,2,848
3524,63,1,1,10,22,8,240410
3525,77,1,0,9,16,3,164
3526,77,1,7,10,55,6,6213
3527,86,7,4,9,16,7,821
3528,76,1,5,9,16,6,7854
3529,77,4,2,9,33,8,4361
3530,83,1,6,9,16,7,164
3531,43,0,4,7,16,7,30
3532,74,1,0,3,7,6,100
3533,77,1,2,6,33,7,10473
3534,79,1,0,3,39,6,1040
3535,79,4,0,9,41,8,136744
3536,86,0,2,9,16,7,10
3537,85,4,2,6,16,6,549
3538,85,7,6,9,16,8,1725
3539,50,1,0,6,33,6,6040
3540,85,1,4,4,26,4,4519
3542,33,1,4,8,16,6,789
3543,81,7,4,9,16,8,256
3544,77,1,4,1,20,6,4858
3545,75,0,0,8,16,7,3139
3546,78,7,6,9,16,8,21
3547,31,1,5,8,16,6,6897
3548,65,4,2,6,33,7,243
3550,84,1,17,9,16,6,12
3551,82,1,6,8,16,8,66
3552,83,1,7,10,39,7,4812
3553,77,1,6,9,16,7,847
3554,63,1,4,10,51,7,6017
3555,86,1,6,9,16,7,489
3557,83,3,7,0,16,4,261
3558,86,0,6,9,16,6,166
3559,81,4,6,9,16,6,12
3560,43,0,2,7,41,5,12
3561,53,1,7,4,26,8,32764
3562,74,1,0,10,16,5,543
3563,85,4,2,9,16,7,24534
3564,78,1,7,2,22,7,4273
3565,64,1,4,9,16,4,2130
3566,60,1,7,5,32,7,5812
3567,83,1,13,9,16,6,118431
3568,76,1,2,6,33,7,27566
3569,60,1,4,0,16,5,640
3570,81,1,4,9,16,6,659
3571,82,7,2,0,41,6,158
3572,29,1,2,9,16,6,7753
3573,67,7,2,6,33,7,133
3574,84,1,4,9,16,5,636
3575,75,0,7,9,16,6,32
3576,69,1,2,6,33,6,7141
3577,80,1,0,3,7,6,439
3578,77,3,4,8,16,7,6904
3579,54,1,0,6,33,8,5923
3580,69,1,4,9,16,6,35324
3581,80,1,0,3,16,6,38525
3582,80,1,0,3,7,6,377
3583,45,1,7,5,32,7,1938
3584,77,1,21,9,16,7,43
3585,86,7,4,9,16,8,239
3586,60,1,0,6,33,7,1520
3587,58,1,7,8,16,6,25227
3588,84,1,6,9,16,7,558
3589,86,7,8,9,16,7,47
3590,61,1,7,10,48,8,125946
3591,65,2,3,8,16,7,526
3592,81,7,6,9,16,6,131
3593,83,1,7,10,20,6,1053
3594,84,3,5,8,16,5,380
3595,80,1,4,8,16,5,967
3596,73,1,5,3,7,7,720
3597,75,2,7,9,16,7,2169
3598,69,7,6,3,7,7,74
3599,14,1,7,9,16,6,1430
3600,81,1,7,0,16,7,7755
3601,86,3,6,9,16,6,22
3602,74,1,0,6,33,6,4304
3603,79,0,1,9,16,4,997
3604,84,3,6,9,16,7,404
3605,84,1,7,10,48,7,19878
3606,42,1,6,9,16,7,18
3607,51,3,15,9,16,7,43
3608,79,0,6,7,41,8,7
3609,85,1,6,0,16,8,92
3610,80,1,5,8,16,5,3409
3611,76,3,4,9,16,3,388
3612,85,3,4,8,16,6,520
3613,87,7,5,9,16,3,552
3614,78,3,6,9,16,8,54
3616,86,7,6,9,16,6,315
3617,84,1,7,10,39,6,1308
3618,85,1,3,8,16,6,75817
3619,34,4,0,9,16,7,3636
3620,78,7,4,6,33,5,393
3621,83,7,13,0,16,3,2677
3622,67,4,2,0,16,6,1628
3623,84,7,8,9,16,7,16
3624,80,0,2,7,41,8,72
3625,83,1,2,6,33,5,8297
3626,82,1,4,9,16,6,5681
3627,80,1,2,6,33,6,135
3628,82,1,6,9,16,7,1926
3629,80,1,7,8,16,5,633
3630,82,7,0,10,16,3,2519
3631,76,7,14,9,16,8,13
3632,85,1,6,9,16,8,93
3633,81,7,14,9,16,7,132
3634,83,1,6,9,16,5,188
3635,85,0,13,7,41,8,8
3636,81,1,0,10,54,7,801
3637,73,1,2,6,33,6,2512
3638,82,7,6,0,41,8,53
3639,81,0,7,7,41,7,143
3640,82,7,4,9,16,3,155
3641,42,1,7,1,20,7,2640
3642,54,1,13,8,16,6,2429
3643,70,1,7,1,20,3,821
3644,65,1,1,9,16,3,42019
3645,81,3,0,9,16,5,1330
3646,83,3,7,0,16,6,323
3647,86,1,0,4,26,5,2546
3648,86,4,7,0,16,7,25101
3649,83,1,19,3,7,6,396
3650,69,0,5,7,16,8,21
3651,47,1,0,6,33,7,2172
3652,86,7,14,9,16,8,227
3653,65,3,5,9,16,4,282
3654,86,7,2,9,16,6,17
3655,34,1,2,10,48,7,271
3656,83,2,6,8,16,7,166
3657,46,1,4,4,26,7,510
3658,77,1,6,2,16,7,706
3659,41,1,7,6,33,8,5840
3660,82,1,0,10,54,6,62
3661,68,4,4,9,16,7,1834
3662,87,1,4,9,16,6,169038
3663,68,1,2,9,16,7,38686
3664,81,7,8,9,20,8,852
3665,82,4,7,8,16,7,1232
3666,69,1,0,9,16,4,1423
3667,85,1,6,9,24,7,13
3668,82,3,7,9,16,6,358
3669,84,2,1,9,16,6,3184
3670,85,4,2,6,16,7,1508
3671,86,1,6,9,16,7,18192
3672,81,7,6,9,16,8,8
3673,86,3,5,9,16,5,349
3674,77,1,4,9,16,6,26644
3675,78,7,15,9,16,7,42
3676,79,1,7,10,16,7,559
3677,61,1,6,9,16,8,917
3678,59,1,4,9,16,6,1723
3679,72,1,0,9,16,6,89042
3680,84,1,4,1,16,6,561
3681,87,3,5,9,16,6,611
3682,78,1,6,9,16,7,67
3683,80,2,6,9,20,7,64
3684,83,1,7,0,30,7,6499
3685,82,1,7,9,16,4,463
3687,60,1,2,10,16,6,1308
3688,74,1,4,10,54,5,348
3689,41,1,7,10,48,8,10027
3690,83,1,4,10,39,6,2170
3691,61,1,0,10,16,6,198358
3692,86,7,14,9,16,7,26
3693,80,1,0,4,26,8,14385
3694,86,7,0,9,16,5,4034
3695,74,1,0,3,7,6,6760
3696,86,7,6,9,16,8,11
3697,70,1,2,6,33,7,1944
3698,45,1,4,1,20,6,2957
3699,42,0,4,9,16,7,62
